ID,X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
407,0.76,661.5,416.5,122.5,7,4,0.25,3,35.64,37.28
408,0.76,661.5,416.5,122.5,7,5,0.25,3,36.52,37.29
409,0.74,686,245,220.5,3.5,2,0.25,3,11.8,14.49
410,0.74,686,245,220.5,3.5,3,0.25,3,12.03,13.79
411,0.74,686,245,220.5,3.5,4,0.25,3,11.98,14.72
412,0.74,686,245,220.5,3.5,5,0.25,3,11.69,14.76
413,0.71,710.5,269.5,220.5,3.5,2,0.25,3,12.41,14.92
414,0.71,710.5,269.5,220.5,3.5,3,0.25,3,12.28,14.74
415,0.71,710.5,269.5,220.5,3.5,4,0.25,3,12.1,15.57
416,0.71,710.5,269.5,220.5,3.5,5,0.25,3,12.19,14.94
417,0.69,735,294,220.5,3.5,2,0.25,3,12.34,14.92
418,0.69,735,294,220.5,3.5,3,0.25,3,12.46,14.38
419,0.69,735,294,220.5,3.5,4,0.25,3,12.31,15.44
420,0.69,735,294,220.5,3.5,5,0.25,3,12.12,15.17
421,0.66,759.5,318.5,220.5,3.5,2,0.25,3,12.97,15.53
422,0.66,759.5,318.5,220.5,3.5,3,0.25,3,13.01,15.8
423,0.66,759.5,318.5,220.5,3.5,4,0.25,3,12.74,16.14
424,0.66,759.5,318.5,220.5,3.5,5,0.25,3,12.84,16.26
425,0.64,784,343,220.5,3.5,2,0.25,3,16.83,19.87
426,0.64,784,343,220.5,3.5,3,0.25,3,16.93,20.03
427,0.64,784,343,220.5,3.5,4,0.25,3,16.66,20.46
428,0.64,784,343,220.5,3.5,5,0.25,3,16.86,20.28
429,0.62,808.5,367.5,220.5,3.5,2,0.25,3,13.91,14.89
430,0.62,808.5,367.5,220.5,3.5,3,0.25,3,14.34,14.96
431,0.62,808.5,367.5,220.5,3.5,4,0.25,3,13.95,14.89
432,0.62,808.5,367.5,220.5,3.5,5,0.25,3,13.99,14.35
433,0.98,514.5,294,110.25,7,2,0.25,4,28.7,29.61
434,0.98,514.5,294,110.25,7,3,0.25,4,28.55,29.59
435,0.98,514.5,294,110.25,7,4,0.25,4,28.15,30.19
436,0.98,514.5,294,110.25,7,5,0.25,4,28.62,30.12
437,0.9,563.5,318.5,122.5,7,2,0.25,4,32.67,32.12
438,0.9,563.5,318.5,122.5,7,3,0.25,4,31.69,37.12
439,0.9,563.5,318.5,122.5,7,4,0.25,4,32.07,36.16
440,0.9,563.5,318.5,122.5,7,5,0.25,4,33.28,33.16
441,0.86,588,294,147,7,2,0.25,4,29.47,29.45
442,0.86,588,294,147,7,3,0.25,4,28.42,34.19
443,0.86,588,294,147,7,4,0.25,4,29.08,33.93
444,0.86,588,294,147,7,5,0.25,4,29.88,28.31
445,0.82,612.5,318.5,147,7,2,0.25,4,25.66,26.3
446,0.82,612.5,318.5,147,7,3,0.25,4,24.96,29.43
447,0.82,612.5,318.5,147,7,4,0.25,4,25.43,28.76
448,0.82,612.5,318.5,147,7,5,0.25,4,26,27.34
449,0.79,637,343,147,7,2,0.25,4,40,36.26
450,0.79,637,343,147,7,3,0.25,4,38.84,45.48
451,0.79,637,343,147,7,4,0.25,4,38.33,44.16
452,0.79,637,343,147,7,5,0.25,4,40.12,37.26
453,0.76,661.5,416.5,122.5,7,2,0.25,4,36.95,37.2
454,0.76,661.5,416.5,122.5,7,3,0.25,4,36.45,36.76
455,0.76,661.5,416.5,122.5,7,4,0.25,4,36.81,37.05
456,0.76,661.5,416.5,122.5,7,5,0.25,4,36.26,37.51
457,0.74,686,245,220.5,3.5,2,0.25,4,12.32,14.92
458,0.74,686,245,220.5,3.5,3,0.25,4,12.3,15.24
459,0.74,686,245,220.5,3.5,4,0.25,4,12.18,15.03
460,0.74,686,245,220.5,3.5,5,0.25,4,12.43,15.35
461,0.71,710.5,269.5,220.5,3.5,2,0.25,4,12.36,14.67
462,0.71,710.5,269.5,220.5,3.5,3,0.25,4,12.49,15.09
463,0.71,710.5,269.5,220.5,3.5,4,0.25,4,12.17,15.2
464,0.71,710.5,269.5,220.5,3.5,5,0.25,4,12.28,15.64
465,0.69,735,294,220.5,3.5,2,0.25,4,12.91,15.37
466,0.69,735,294,220.5,3.5,3,0.25,4,12.95,15.73
467,0.69,735,294,220.5,3.5,4,0.25,4,12.67,15.83
468,0.69,735,294,220.5,3.5,5,0.25,4,12.86,16.13
469,0.66,759.5,318.5,220.5,3.5,2,0.25,4,12.95,15.95
470,0.66,759.5,318.5,220.5,3.5,3,0.25,4,13,15.59
471,0.66,759.5,318.5,220.5,3.5,4,0.25,4,12.86,16.17
472,0.66,759.5,318.5,220.5,3.5,5,0.25,4,12.92,16.14
473,0.64,784,343,220.5,3.5,2,0.25,4,16.99,19.65
474,0.64,784,343,220.5,3.5,3,0.25,4,16.69,19.76
475,0.64,784,343,220.5,3.5,4,0.25,4,16.56,20.37
476,0.64,784,343,220.5,3.5,5,0.25,4,16.62,19.9
477,0.62,808.5,367.5,220.5,3.5,2,0.25,4,14.33,15.41
478,0.62,808.5,367.5,220.5,3.5,3,0.25,4,14.61,15.56
479,0.62,808.5,367.5,220.5,3.5,4,0.25,4,14.61,15.07
480,0.62,808.5,367.5,220.5,3.5,5,0.25,4,14.65,15.38
481,0.98,514.5,294,110.25,7,2,0.25,5,28.69,29.53
482,0.98,514.5,294,110.25,7,3,0.25,5,28.58,29.77
483,0.98,514.5,294,110.25,7,4,0.25,5,28.15,30
484,0.98,514.5,294,110.25,7,5,0.25,5,28.61,30.2
485,0.9,563.5,318.5,122.5,7,2,0.25,5,33.13,32.25
486,0.9,563.5,318.5,122.5,7,3,0.25,5,32.31,32
487,0.9,563.5,318.5,122.5,7,4,0.25,5,31.53,37.19
488,0.9,563.5,318.5,122.5,7,5,0.25,5,32.46,35.62
489,0.86,588,294,147,7,2,0.25,5,29.71,28.02
490,0.86,588,294,147,7,3,0.25,5,29.09,29.43
491,0.86,588,294,147,7,4,0.25,5,28.31,34.15
492,0.86,588,294,147,7,5,0.25,5,29.39,33.47
493,0.82,612.5,318.5,147,7,2,0.25,5,25.7,26.53
494,0.82,612.5,318.5,147,7,3,0.25,5,25.17,26.08
495,0.82,612.5,318.5,147,7,4,0.25,5,24.6,29.31
496,0.82,612.5,318.5,147,7,5,0.25,5,25.49,28.14
497,0.79,637,343,147,7,2,0.25,5,39.89,37.54
498,0.79,637,343,147,7,3,0.25,5,39.83,36.66
499,0.79,637,343,147,7,4,0.25,5,39.01,45.28
500,0.79,637,343,147,7,5,0.25,5,38.65,43.73
501,0.76,661.5,416.5,122.5,7,2,0.25,5,35.69,36.93
502,0.76,661.5,416.5,122.5,7,3,0.25,5,36.64,37.01
503,0.76,661.5,416.5,122.5,7,4,0.25,5,36.06,35.73
504,0.76,661.5,416.5,122.5,7,5,0.25,5,36.7,36.15
505,0.74,686,245,220.5,3.5,2,0.25,5,12.12,14.48
506,0.74,686,245,220.5,3.5,3,0.25,5,11.67,14.58
507,0.74,686,245,220.5,3.5,4,0.25,5,11.64,14.81
508,0.74,686,245,220.5,3.5,5,0.25,5,12.02,14.03
509,0.71,710.5,269.5,220.5,3.5,2,0.25,5,12.27,15.27
510,0.71,710.5,269.5,220.5,3.5,3,0.25,5,12.19,14.71
511,0.71,710.5,269.5,220.5,3.5,4,0.25,5,12.25,15.23
512,0.71,710.5,269.5,220.5,3.5,5,0.25,5,12.27,14.97
513,0.69,735,294,220.5,3.5,2,0.25,5,12.47,15.14
514,0.69,735,294,220.5,3.5,3,0.25,5,12.12,14.97
515,0.69,735,294,220.5,3.5,4,0.25,5,12.18,15.22
516,0.69,735,294,220.5,3.5,5,0.25,5,12.47,14.6
517,0.66,759.5,318.5,220.5,3.5,2,0.25,5,12.93,15.83
518,0.66,759.5,318.5,220.5,3.5,3,0.25,5,12.82,16.03
519,0.66,759.5,318.5,220.5,3.5,4,0.25,5,12.78,15.8
520,0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.02,16.06
521,0.64,784,343,220.5,3.5,2,0.25,5,16.73,20.13
522,0.64,784,343,220.5,3.5,3,0.25,5,16.86,20.01
523,0.64,784,343,220.5,3.5,4,0.25,5,16.76,20.19
524,0.64,784,343,220.5,3.5,5,0.25,5,16.92,20.29
525,0.62,808.5,367.5,220.5,3.5,2,0.25,5,13.68,15.19
526,0.62,808.5,367.5,220.5,3.5,3,0.25,5,13.99,14.61
527,0.62,808.5,367.5,220.5,3.5,4,0.25,5,14.16,14.61
528,0.62,808.5,367.5,220.5,3.5,5,0.25,5,13.86,14.75
529,0.98,514.5,294,110.25,7,2,0.4,1,32.26,33.37
530,0.98,514.5,294,110.25,7,3,0.4,1,32.26,33.34
531,0.98,514.5,294,110.25,7,4,0.4,1,32.49,32.83
532,0.98,514.5,294,110.25,7,5,0.4,1,32.53,33.04
533,0.9,563.5,318.5,122.5,7,2,0.4,1,36.47,39.28
534,0.9,563.5,318.5,122.5,7,3,0.4,1,37.24,36.38
535,0.9,563.5,318.5,122.5,7,4,0.4,1,36.66,35.92
536,0.9,563.5,318.5,122.5,7,5,0.4,1,35.96,40.99
537,0.86,588,294,147,7,2,0.4,1,31.89,35.99
538,0.86,588,294,147,7,3,0.4,1,32.39,30.66
539,0.86,588,294,147,7,4,0.4,1,32.09,31.7
540,0.86,588,294,147,7,5,0.4,1,31.29,36.73
541,0.82,612.5,318.5,147,7,2,0.4,1,29.22,31.71
542,0.82,612.5,318.5,147,7,3,0.4,1,29.91,29.13
543,0.82,612.5,318.5,147,7,4,0.4,1,29.53,28.99
544,0.82,612.5,318.5,147,7,5,0.4,1,28.65,33.54
545,0.79,637,343,147,7,2,0.4,1,41.4,45.29
546,0.79,637,343,147,7,3,0.4,1,42.62,39.07
547,0.79,637,343,147,7,4,0.4,1,42.5,38.35
548,0.79,637,343,147,7,5,0.4,1,41.67,46.94
549,0.76,661.5,416.5,122.5,7,2,0.4,1,40.78,39.55
550,0.76,661.5,416.5,122.5,7,3,0.4,1,39.97,40.85
551,0.76,661.5,416.5,122.5,7,4,0.4,1,40.71,40.63
552,0.76,661.5,416.5,122.5,7,5,0.4,1,40.43,39.48
553,0.74,686,245,220.5,3.5,2,0.4,1,14.52,16.94
554,0.74,686,245,220.5,3.5,3,0.4,1,14.61,17.25
555,0.74,686,245,220.5,3.5,4,0.4,1,14.5,17.03
556,0.74,686,245,220.5,3.5,5,0.4,1,14.55,17.25
557,0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.51,17.1
558,0.71,710.5,269.5,220.5,3.5,3,0.4,1,14.6,17.51
559,0.71,710.5,269.5,220.5,3.5,4,0.4,1,14.5,17.12
560,0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58,17.47
561,0.69,735,294,220.5,3.5,2,0.4,1,14.51,16.5
562,0.69,735,294,220.5,3.5,3,0.4,1,14.7,17
563,0.69,735,294,220.5,3.5,4,0.4,1,14.42,16.87
564,0.69,735,294,220.5,3.5,5,0.4,1,14.42,17.2
565,0.66,759.5,318.5,220.5,3.5,2,0.4,1,15.23,18.14
566,0.66,759.5,318.5,220.5,3.5,3,0.4,1,15.23,18.03
567,0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23,18.14
568,0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23,17.95
569,0.64,784,343,220.5,3.5,2,0.4,1,19.52,22.72
570,0.64,784,343,220.5,3.5,3,0.4,1,19.36,22.73
571,0.64,784,343,220.5,3.5,4,0.4,1,19.48,22.72
572,0.64,784,343,220.5,3.5,5,0.4,1,19.42,22.53
573,0.62,808.5,367.5,220.5,3.5,2,0.4,1,15.09,17.2
574,0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.17,17.21
575,0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.14,17.15
576,0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14,17.2
577,0.98,514.5,294,110.25,7,2,0.4,2,32.82,32.96
578,0.98,514.5,294,110.25,7,3,0.4,2,32.71,33.13
579,0.98,514.5,294,110.25,7,4,0.4,2,32.24,33.94
580,0.98,514.5,294,110.25,7,5,0.4,2,32.72,33.78
581,0.9,563.5,318.5,122.5,7,2,0.4,2,35.84,38.35
582,0.9,563.5,318.5,122.5,7,3,0.4,2,36.57,35.39
583,0.9,563.5,318.5,122.5,7,4,0.4,2,36.06,34.94
584,0.9,563.5,318.5,122.5,7,5,0.4,2,35.69,40.66
585,0.86,588,294,147,7,2,0.4,2,32.48,35.48
586,0.86,588,294,147,7,3,0.4,2,32.74,30.53
587,0.86,588,294,147,7,4,0.4,2,32.13,32.28
588,0.86,588,294,147,7,5,0.4,2,31.64,36.86
589,0.82,612.5,318.5,147,7,2,0.4,2,28.95,30.34
590,0.82,612.5,318.5,147,7,3,0.4,2,29.49,27.93
591,0.82,612.5,318.5,147,7,4,0.4,2,28.64,28.95
592,0.82,612.5,318.5,147,7,5,0.4,2,28.01,32.92
593,0.79,637,343,147,7,2,0.4,2,41.64,45.59
594,0.79,637,343,147,7,3,0.4,2,43.1,39.41
595,0.79,637,343,147,7,4,0.4,2,42.74,38.84
596,0.79,637,343,147,7,5,0.4,2,41.92,48.03
597,0.76,661.5,416.5,122.5,7,2,0.4,2,40.78,39.48
598,0.76,661.5,416.5,122.5,7,3,0.4,2,40.15,40.4
599,0.76,661.5,416.5,122.5,7,4,0.4,2,40.57,40.47
600,0.76,661.5,416.5,122.5,7,5,0.4,2,40.42,39.7
601,0.74,686,245,220.5,3.5,2,0.4,2,14.54,16.43
602,0.74,686,245,220.5,3.5,3,0.4,2,14.45,16.93
603,0.74,686,245,220.5,3.5,4,0.4,2,14.18,16.99
604,0.74,686,245,220.5,3.5,5,0.4,2,14.5,17.03
605,0.71,710.5,269.5,220.5,3.5,2,0.4,2,14.7,16.77
606,0.71,710.5,269.5,220.5,3.5,3,0.4,2,14.66,17.37
607,0.71,710.5,269.5,220.5,3.5,4,0.4,2,14.4,17.27
608,0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71,17.51
609,0.69,735,294,220.5,3.5,2,0.4,2,14.75,16.44
610,0.69,735,294,220.5,3.5,3,0.4,2,14.71,17.01
611,0.69,735,294,220.5,3.5,4,0.4,2,14.33,17.23
612,0.69,735,294,220.5,3.5,5,0.4,2,14.62,17.22
613,0.66,759.5,318.5,220.5,3.5,2,0.4,2,15.34,17.85
614,0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.29,17.89
615,0.66,759.5,318.5,220.5,3.5,4,0.4,2,15.09,18.36
616,0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.3,18.15
617,0.64,784,343,220.5,3.5,2,0.4,2,19.2,21.72
618,0.64,784,343,220.5,3.5,3,0.4,2,18.88,22.07
619,0.64,784,343,220.5,3.5,4,0.4,2,18.9,22.09
620,0.64,784,343,220.5,3.5,5,0.4,2,19.12,21.93
621,0.62,808.5,367.5,220.5,3.5,2,0.4,2,16.76,17.36
622,0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.23,17.38
623,0.62,808.5,367.5,220.5,3.5,4,0.4,2,17.26,16.86
624,0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15,16.99
625,0.98,514.5,294,110.25,7,2,0.4,3,32.82,32.78
626,0.98,514.5,294,110.25,7,3,0.4,3,32.69,33.24
627,0.98,514.5,294,110.25,7,4,0.4,3,32.23,33.86
628,0.98,514.5,294,110.25,7,5,0.4,3,32.75,34
629,0.9,563.5,318.5,122.5,7,2,0.4,3,34.24,37.26
630,0.9,563.5,318.5,122.5,7,3,0.4,3,34.95,35.04
631,0.9,563.5,318.5,122.5,7,4,0.4,3,35.05,33.82
632,0.9,563.5,318.5,122.5,7,5,0.4,3,34.29,33.31
633,0.86,588,294,147,7,2,0.4,3,31.28,35.22
634,0.86,588,294,147,7,3,0.4,3,32.12,34.7
635,0.86,588,294,147,7,4,0.4,3,32.05,30.11
636,0.86,588,294,147,7,5,0.4,3,31.84,31.6
637,0.82,612.5,318.5,147,7,2,0.4,3,28.67,32.43
638,0.82,612.5,318.5,147,7,3,0.4,3,29.67,30.65
639,0.82,612.5,318.5,147,7,4,0.4,3,29.47,29.77
640,0.82,612.5,318.5,147,7,5,0.4,3,28.91,29.64
641,0.79,637,343,147,7,2,0.4,3,41.26,46.44
642,0.79,637,343,147,7,3,0.4,3,41.3,44.18
643,0.79,637,343,147,7,4,0.4,3,42.49,38.81
644,0.79,637,343,147,7,5,0.4,3,42.08,38.23
645,0.76,661.5,416.5,122.5,7,2,0.4,3,39.32,38.17
646,0.76,661.5,416.5,122.5,7,3,0.4,3,39.84,38.48
647,0.76,661.5,416.5,122.5,7,4,0.4,3,38.89,39.66
648,0.76,661.5,416.5,122.5,7,5,0.4,3,39.68,40.1
649,0.74,686,245,220.5,3.5,2,0.4,3,13.97,16.08
650,0.74,686,245,220.5,3.5,3,0.4,3,14.22,15.39
651,0.74,686,245,220.5,3.5,4,0.4,3,14.1,16.57
652,0.74,686,245,220.5,3.5,5,0.4,3,13.78,16.6
653,0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.07,16.11
654,0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03,15.47
655,0.71,710.5,269.5,220.5,3.5,4,0.4,3,13.94,16.7
656,0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86,16.1
657,0.69,735,294,220.5,3.5,2,0.4,3,14.32,16.35
658,0.69,735,294,220.5,3.5,3,0.4,3,14.56,15.84
659,0.69,735,294,220.5,3.5,4,0.4,3,14.33,16.99
660,0.69,735,294,220.5,3.5,5,0.4,3,14.08,17.02
661,0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.16,17.04
662,0.66,759.5,318.5,220.5,3.5,3,0.4,3,15.18,17.63
663,0.66,759.5,318.5,220.5,3.5,4,0.4,3,14.72,18.1
664,0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9,18.22
665,0.64,784,343,220.5,3.5,2,0.4,3,18.48,20.78
666,0.64,784,343,220.5,3.5,3,0.4,3,18.71,20.72
667,0.64,784,343,220.5,3.5,4,0.4,3,18.48,21.54
668,0.64,784,343,220.5,3.5,5,0.4,3,18.46,21.53
669,0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.47,16.9
670,0.62,808.5,367.5,220.5,3.5,3,0.4,3,16.35,17.14
671,0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.55,16.56
672,0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74,16
673,0.98,514.5,294,110.25,7,2,0.4,4,32.85,32.95
674,0.98,514.5,294,110.25,7,3,0.4,4,32.67,33.06
675,0.98,514.5,294,110.25,7,4,0.4,4,32.21,33.95
676,0.98,514.5,294,110.25,7,5,0.4,4,32.74,33.88
677,0.9,563.5,318.5,122.5,7,2,0.4,4,36.45,33.98
678,0.9,563.5,318.5,122.5,7,3,0.4,4,35.73,39.92
679,0.9,563.5,318.5,122.5,7,4,0.4,4,35.4,39.22
680,0.9,563.5,318.5,122.5,7,5,0.4,4,36.57,36.1
681,0.86,588,294,147,7,2,0.4,4,32.38,31.53
682,0.86,588,294,147,7,3,0.4,4,31.66,36.2
683,0.86,588,294,147,7,4,0.4,4,32.15,36.21
684,0.86,588,294,147,7,5,0.4,4,32.75,31
685,0.82,612.5,318.5,147,7,2,0.4,4,28.93,28.2
686,0.82,612.5,318.5,147,7,3,0.4,4,28.05,32.35
687,0.82,612.5,318.5,147,7,4,0.4,4,28.64,31.14
688,0.82,612.5,318.5,147,7,5,0.4,4,29.52,28.43
689,0.79,637,343,147,7,2,0.4,4,42.77,38.33
690,0.79,637,343,147,7,3,0.4,4,41.73,47.59
691,0.79,637,343,147,7,4,0.4,4,41.32,46.23
692,0.79,637,343,147,7,5,0.4,4,42.96,39.56
693,0.76,661.5,416.5,122.5,7,2,0.4,4,40.68,40.36
694,0.76,661.5,416.5,122.5,7,3,0.4,4,40.4,39.67
695,0.76,661.5,416.5,122.5,7,4,0.4,4,40.6,39.85
696,0.76,661.5,416.5,122.5,7,5,0.4,4,40.11,40.77
697,0.74,686,245,220.5,3.5,2,0.4,4,14.37,16.61
698,0.74,686,245,220.5,3.5,3,0.4,4,14.48,16.74
699,0.74,686,245,220.5,3.5,4,0.4,4,14.32,16.9
700,0.74,686,245,220.5,3.5,5,0.4,4,14.44,17.32
701,0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.6,16.85
702,0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7,17.2
703,0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.47,17.23
704,0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66,17.74
705,0.69,735,294,220.5,3.5,2,0.4,4,14.54,16.81
706,0.69,735,294,220.5,3.5,3,0.4,4,14.62,16.88
707,0.69,735,294,220.5,3.5,4,0.4,4,14.53,16.9
708,0.69,735,294,220.5,3.5,5,0.4,4,14.71,17.39
709,0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.34,17.86
710,0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.29,17.82
711,0.66,759.5,318.5,220.5,3.5,4,0.4,4,15.09,18.36
712,0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3,18.24
713,0.64,784,343,220.5,3.5,2,0.4,4,19.06,21.68
714,0.64,784,343,220.5,3.5,3,0.4,4,19.13,21.54
715,0.64,784,343,220.5,3.5,4,0.4,4,19,22.25
716,0.64,784,343,220.5,3.5,5,0.4,4,18.84,22.49
717,0.62,808.5,367.5,220.5,3.5,2,0.4,4,16.44,17.1
718,0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.9,16.79
719,0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.94,16.58
720,0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77,16.79
721,0.98,514.5,294,110.25,7,2,0.4,5,32.84,32.88
722,0.98,514.5,294,110.25,7,3,0.4,5,32.72,33.23
723,0.98,514.5,294,110.25,7,4,0.4,5,32.21,33.76
724,0.98,514.5,294,110.25,7,5,0.4,5,32.73,34.01
725,0.9,563.5,318.5,122.5,7,2,0.4,5,35.67,33.94
726,0.9,563.5,318.5,122.5,7,3,0.4,5,35.01,33.14
727,0.9,563.5,318.5,122.5,7,4,0.4,5,34.72,38.79
728,0.9,563.5,318.5,122.5,7,5,0.4,5,35.24,37.27
729,0.86,588,294,147,7,2,0.4,5,32.31,29.69
730,0.86,588,294,147,7,3,0.4,5,31.81,31.2
731,0.86,588,294,147,7,4,0.4,5,31.12,36.26
732,0.86,588,294,147,7,5,0.4,5,32.06,35.71
733,0.82,612.5,318.5,147,7,2,0.4,5,30,29.93
734,0.82,612.5,318.5,147,7,3,0.4,5,29.5,29.56
735,0.82,612.5,318.5,147,7,4,0.4,5,29.06,33.84
736,0.82,612.5,318.5,147,7,5,0.4,5,29.92,32.54
737,0.79,637,343,147,7,2,0.4,5,42.11,38.56
738,0.79,637,343,147,7,3,0.4,5,41.96,37.7
739,0.79,637,343,147,7,4,0.4,5,41.09,47.01
740,0.79,637,343,147,7,5,0.4,5,40.79,44.87
741,0.76,661.5,416.5,122.5,7,2,0.4,5,38.82,39.37
742,0.76,661.5,416.5,122.5,7,3,0.4,5,39.72,39.8
743,0.76,661.5,416.5,122.5,7,4,0.4,5,39.31,37.79
744,0.76,661.5,416.5,122.5,7,5,0.4,5,39.86,38.18
745,0.74,686,245,220.5,3.5,2,0.4,5,14.41,16.69
746,0.74,686,245,220.5,3.5,3,0.4,5,14.19,16.62
747,0.74,686,245,220.5,3.5,4,0.4,5,14.17,16.94
748,0.74,686,245,220.5,3.5,5,0.4,5,14.39,16.7
749,0.71,710.5,269.5,220.5,3.5,2,0.4,5,12.43,15.59
750,0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63,14.58
751,0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.76,15.33
752,0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42,15.31
753,0.69,735,294,220.5,3.5,2,0.4,5,14.12,16.63
754,0.69,735,294,220.5,3.5,3,0.4,5,14.28,15.87
755,0.69,735,294,220.5,3.5,4,0.4,5,14.37,16.54
756,0.69,735,294,220.5,3.5,5,0.4,5,14.21,16.74
757,0.66,759.5,318.5,220.5,3.5,2,0.4,5,14.96,17.64
758,0.66,759.5,318.5,220.5,3.5,3,0.4,5,14.92,17.79
759,0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.92,17.55
760,0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16,18.06
761,0.64,784,343,220.5,3.5,2,0.4,5,17.69,20.82
762,0.64,784,343,220.5,3.5,3,0.4,5,18.19,20.21
763,0.64,784,343,220.5,3.5,4,0.4,5,18.16,20.71
764,0.64,784,343,220.5,3.5,5,0.4,5,17.88,21.4
765,0.62,808.5,367.5,220.5,3.5,2,0.4,5,16.54,16.88
766,0.62,808.5,367.5,220.5,3.5,3,0.4,5,16.44,17.11
767,0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.48,16.61
768,0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64,16.03
